file,label
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001808.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000880.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000222.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004730.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001411.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001366.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004835.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002055.jpg,Large Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000770.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003672.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002899.jpg,Wine Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001216.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002487.jpg,Large Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004526.jpg,Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001796.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001732.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004092.jpg,Small Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000148.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003106.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003836.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002851.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000299.jpg,Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000949.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000267.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004538.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001499.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003601.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002247.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004789.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003750.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003680.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001654.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004874.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000197.jpg,Large Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000265.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002263.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003278.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001783.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000618.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004201.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001077.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001837.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002334.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004934.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000776.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003127.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000709.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002105.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001860.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002413.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002578.jpg,Large Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003903.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000581.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002712.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004452.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001290.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002746.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003558.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001847.jpg,Large Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004581.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004147.jpg,Small Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003254.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003268.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000427.jpg,Small Soda Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003666.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000338.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000881.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004142.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001063.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004488.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001155.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004935.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000758.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004718.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000547.jpg,Large Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000061.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000076.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003602.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003283.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004221.jpg,Small Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003937.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000999.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003295.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003801.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002658.jpg,Large Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002241.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000549.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001626.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004357.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001026.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000431.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002664.jpg,Soda Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001559.jpg,Small Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002482.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002701.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002981.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000609.jpg,Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003089.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001937.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002825.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003016.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004318.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004063.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002284.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003997.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000822.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000542.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003501.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001424.jpg,Large Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004099.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002535.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001850.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003641.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000772.jpg,Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002880.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004114.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000629.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003547.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002240.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004421.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002626.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004353.jpg,Small Wine Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000850.jpg,Beer Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001561.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000270.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001079.jpg,Small Soda Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001274.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001195.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001805.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002845.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000873.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004475.jpg,Large Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000311.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000126.jpg,Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000682.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000395.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002273.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002648.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000410.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000063.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003128.jpg,Large Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002877.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000086.jpg,Large Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004287.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002665.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001466.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004480.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001540.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000741.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004973.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002018.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004479.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000540.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001492.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000663.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002418.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002202.jpg,Beer Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004689.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004015.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004382.jpg,Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001938.jpg,Small Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004028.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004792.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000790.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004902.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000939.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001556.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004893.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001397.jpg,Large Plastic Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00003679.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002627.jpg,Small Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004562.jpg,Small Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002115.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000791.jpg,Large Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00000041.jpg,Small Water Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002442.jpg,Small Wine Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00001986.jpg,Wine Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004026.jpg,Large Wine Bottle
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00002770.jpg,Small Water Bottles
/tmp/tmpi7guiy4b/Bottle Images/Bottle Images/Water Bottle/00004266.jpg,Small Water Bottle
