file,label
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001555.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003888.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002453.jpg,Medium Wine Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004395.jpg,Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003006.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001017.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001241.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001905.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002405.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002710.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000700.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000698.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000917.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000460.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004383.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003757.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004929.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003105.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001125.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003699.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001510.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001700.jpg,Large Beer Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002244.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002673.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004460.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000146.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002017.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000531.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002937.jpg,Large Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002979.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004604.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003377.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002059.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003956.jpg,Medium Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001588.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004379.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001056.jpg,Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003217.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004584.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004672.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001690.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004544.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002097.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003754.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002492.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004439.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003998.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000251.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004969.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001762.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001815.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000296.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001359.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001906.jpg,Large Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000524.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002841.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002561.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001808.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000880.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000222.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004730.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001411.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001366.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004835.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002055.jpg,Large Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000770.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003672.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002899.jpg,Wine Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001216.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002487.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004526.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001796.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001732.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004092.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000148.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003106.jpg,Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003836.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002851.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000299.jpg,Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000949.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000267.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004538.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001499.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003601.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002247.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004789.jpg,Medium Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003750.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003680.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001654.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004874.jpg,Medium Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000197.jpg,Large Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000265.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002263.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003278.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001783.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000618.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004201.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001077.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001837.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002334.jpg,Medium Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004934.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000776.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003127.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000709.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002105.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001860.jpg,Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002413.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002578.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003903.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000581.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002712.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004452.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001290.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002746.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003558.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001847.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004581.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004147.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003254.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003268.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000427.jpg,Small Soda Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003666.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000338.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000881.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004142.jpg,Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001063.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004488.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001155.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004935.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000758.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004718.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000547.jpg,Large Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000061.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000076.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003602.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003283.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004221.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003937.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000999.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003295.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003801.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002658.jpg,Large Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002241.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000549.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001626.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004357.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001026.jpg,Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000431.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002664.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001559.jpg,Medium Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002482.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002701.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002981.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000609.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003089.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001937.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002825.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003016.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004318.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004063.jpg,Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002284.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003997.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000822.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000542.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003501.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001424.jpg,Large Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004099.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002535.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001850.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003641.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000772.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002880.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004114.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000629.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003547.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002240.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004421.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002626.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004353.jpg,Small Wine Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000850.jpg,Beer Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001561.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000270.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001079.jpg,Small Soda Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001274.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001195.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001805.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002845.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000873.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004475.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000311.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000126.jpg,Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000682.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000395.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002273.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002648.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000410.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000063.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003128.jpg,Medium Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002877.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000086.jpg,Large Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004287.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002665.jpg,Medium Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001466.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004480.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001540.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000741.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004973.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002018.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004479.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000540.jpg,Medium Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001492.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000663.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002418.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002202.jpg,Beer Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004689.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004015.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004382.jpg,Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001938.jpg,Small Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004028.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004792.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000790.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004902.jpg,Large Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00000939.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001556.jpg,Medium Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004893.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00001397.jpg,Large Plastic Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00003679.jpg,Small Water Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002627.jpg,Small Wine Bottle
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00004562.jpg,Small Water Bottles
/tmp/tmp0u_lq5fe/Bottle Images/Bottle Images/Water Bottle/00002115.jpg,Small Water Bottle
